student_id,gender,lunch,school,classroom
2E0P4,Female,Qualifies for reduced/free lunch,KFZMY,1VD
47R59,Male,Qualifies for reduced/free lunch,KFZMY,1VD
4O7F9,Female,Qualifies for reduced/free lunch,KFZMY,1VD
AXQ2I,Female,Qualifies for reduced/free lunch,KFZMY,1VD
BOSK4,Female,Does not qualify,KFZMY,1VD
C2UIR,Female,Does not qualify,KFZMY,1VD
CO91R,Male,Qualifies for reduced/free lunch,KFZMY,1VD
D1K24,Female,Qualifies for reduced/free lunch,KFZMY,1VD
HHVX3,Female,Qualifies for reduced/free lunch,KFZMY,1VD
KUSRN,Male,Qualifies for reduced/free lunch,KFZMY,1VD
LRZXP,Male,Does not qualify,KFZMY,1VD
MOWQW,Female,Qualifies for reduced/free lunch,KFZMY,1VD
NTECN,Female,Qualifies for reduced/free lunch,KFZMY,1VD
O64JQ,Male,Qualifies for reduced/free lunch,KFZMY,1VD
O8S23,Male,Qualifies for reduced/free lunch,KFZMY,1VD
OO4QN,Female,Qualifies for reduced/free lunch,KFZMY,1VD
P014J,Female,Qualifies for reduced/free lunch,KFZMY,1VD
P5OPK,Female,Qualifies for reduced/free lunch,KFZMY,1VD
R0DLG,Female,Qualifies for reduced/free lunch,KFZMY,1VD
RFKQ2,Male,Does not qualify,KFZMY,1VD
S3J5U,Male,Qualifies for reduced/free lunch,KFZMY,1VD
SJNNJ,Male,Qualifies for reduced/free lunch,KFZMY,1VD
T02OH,Female,Qualifies for reduced/free lunch,KFZMY,1VD
Y5XWB,Male,Qualifies for reduced/free lunch,KFZMY,1VD
2UUOQ,Female,Does not qualify,KFZMY,21Q
43IMD,Female,Qualifies for reduced/free lunch,KFZMY,21Q
4JBGB,Male,Qualifies for reduced/free lunch,KFZMY,21Q
4Q2NT,Female,Qualifies for reduced/free lunch,KFZMY,21Q
4Y0J5,Male,Qualifies for reduced/free lunch,KFZMY,21Q
808RV,Female,Qualifies for reduced/free lunch,KFZMY,21Q
9KW69,Female,Qualifies for reduced/free lunch,KFZMY,21Q
9NRJU,Female,Does not qualify,KFZMY,21Q
ABNLD,Female,Qualifies for reduced/free lunch,KFZMY,21Q
CGCGR,Female,Qualifies for reduced/free lunch,KFZMY,21Q
CW0EO,Female,Does not qualify,KFZMY,21Q
E6EPH,Female,Does not qualify,KFZMY,21Q
FQE5C,Male,Qualifies for reduced/free lunch,KFZMY,21Q
L2D86,Female,Qualifies for reduced/free lunch,KFZMY,21Q
NS4LD,Female,Qualifies for reduced/free lunch,KFZMY,21Q
P5H5B,Female,Does not qualify,KFZMY,21Q
PFTGJ,Male,Qualifies for reduced/free lunch,KFZMY,21Q
PJ4OB,Male,Qualifies for reduced/free lunch,KFZMY,21Q
PR2SE,Male,Qualifies for reduced/free lunch,KFZMY,21Q
RZ7VK,Male,Does not qualify,KFZMY,21Q
RZ8R2,Male,Qualifies for reduced/free lunch,KFZMY,21Q
V7B7N,Female,Qualifies for reduced/free lunch,KFZMY,21Q
V8FEW,Male,Qualifies for reduced/free lunch,KFZMY,21Q
XL187,Male,Qualifies for reduced/free lunch,KFZMY,21Q
ZDWE1,Male,Qualifies for reduced/free lunch,KFZMY,21Q
0EBJW,Female,Qualifies for reduced/free lunch,KZKKE,2BR
1M0HM,Male,Qualifies for reduced/free lunch,KZKKE,2BR
1OGHH,Male,Qualifies for reduced/free lunch,KZKKE,2BR
2HYPB,Male,Qualifies for reduced/free lunch,KZKKE,2BR
5F5S6,Male,Qualifies for reduced/free lunch,KZKKE,2BR
5UKAH,Female,Qualifies for reduced/free lunch,KZKKE,2BR
75PYA,Female,Qualifies for reduced/free lunch,KZKKE,2BR
7UUD2,Male,Qualifies for reduced/free lunch,KZKKE,2BR
9LSG0,Female,Qualifies for reduced/free lunch,KZKKE,2BR
AD7YT,Male,Qualifies for reduced/free lunch,KZKKE,2BR
DM6UL,Female,Qualifies for reduced/free lunch,KZKKE,2BR
GCK1W,Male,Qualifies for reduced/free lunch,KZKKE,2BR
KENTO,Male,Qualifies for reduced/free lunch,KZKKE,2BR
O5PNU,Male,Qualifies for reduced/free lunch,KZKKE,2BR
OQIGJ,Female,Qualifies for reduced/free lunch,KZKKE,2BR
Q0U0I,Male,Qualifies for reduced/free lunch,KZKKE,2BR
R859E,Male,Qualifies for reduced/free lunch,KZKKE,2BR
RAJVR,Male,Qualifies for reduced/free lunch,KZKKE,2BR
W7JZI,Female,Qualifies for reduced/free lunch,KZKKE,2BR
WB0ZA,Female,Qualifies for reduced/free lunch,KZKKE,2BR
1KE7L,Female,Qualifies for reduced/free lunch,KZKKE,3D0
5LFSK,Female,Qualifies for reduced/free lunch,KZKKE,3D0
BT8BY,Male,Qualifies for reduced/free lunch,KZKKE,3D0
CTFB2,Male,Qualifies for reduced/free lunch,KZKKE,3D0
DO21O,Male,Qualifies for reduced/free lunch,KZKKE,3D0
EOZV5,Female,Qualifies for reduced/free lunch,KZKKE,3D0
FNQIP,Female,Qualifies for reduced/free lunch,KZKKE,3D0
GFVOX,Female,Qualifies for reduced/free lunch,KZKKE,3D0
GONLU,Female,Qualifies for reduced/free lunch,KZKKE,3D0
HF4C7,Female,Qualifies for reduced/free lunch,KZKKE,3D0
JBZCX,Female,Qualifies for reduced/free lunch,KZKKE,3D0
LK690,Female,Qualifies for reduced/free lunch,KZKKE,3D0
LYT0H,Female,Qualifies for reduced/free lunch,KZKKE,3D0
OPOZ3,Male,Qualifies for reduced/free lunch,KZKKE,3D0
PMVCX,Female,Qualifies for reduced/free lunch,KZKKE,3D0
QFYO5,Female,Qualifies for reduced/free lunch,KZKKE,3D0
QLIX9,Male,Qualifies for reduced/free lunch,KZKKE,3D0
QOAA6,Female,Qualifies for reduced/free lunch,KZKKE,3D0
RHOL5,Male,Qualifies for reduced/free lunch,KZKKE,3D0
T1N79,Female,Qualifies for reduced/free lunch,KZKKE,3D0
ZRQGZ,Female,Qualifies for reduced/free lunch,KZKKE,3D0
ZSLGX,Male,Qualifies for reduced/free lunch,KZKKE,3D0
04TOE,Female,Qualifies for reduced/free lunch,KZKKE,5JK
1ZWQW,Female,Qualifies for reduced/free lunch,KZKKE,5JK
2DSZC,Male,Qualifies for reduced/free lunch,KZKKE,5JK
8DGQQ,Male,Qualifies for reduced/free lunch,KZKKE,5JK
8Q0G9,Female,Qualifies for reduced/free lunch,KZKKE,5JK
AMERN,Male,Qualifies for reduced/free lunch,KZKKE,5JK
BC0AI,Male,Qualifies for reduced/free lunch,KZKKE,5JK
BVNY3,Male,Qualifies for reduced/free lunch,KZKKE,5JK
CYTS4,Female,Qualifies for reduced/free lunch,KZKKE,5JK
DIR4F,Male,Qualifies for reduced/free lunch,KZKKE,5JK
FAJ8G,Male,Qualifies for reduced/free lunch,KZKKE,5JK
FU2Q1,Male,Qualifies for reduced/free lunch,KZKKE,5JK
FYF2E,Male,Qualifies for reduced/free lunch,KZKKE,5JK
HQ18M,Female,Qualifies for reduced/free lunch,KZKKE,5JK
JNSF2,Female,Qualifies for reduced/free lunch,KZKKE,5JK
L33FR,Female,Qualifies for reduced/free lunch,KZKKE,5JK
MXRZF,Female,Qualifies for reduced/free lunch,KZKKE,5JK
P75GA,Female,Qualifies for reduced/free lunch,KZKKE,5JK
Q4ZMR,Female,Qualifies for reduced/free lunch,KZKKE,5JK
QA54S,Female,Qualifies for reduced/free lunch,KZKKE,5JK
R64X5,Male,Qualifies for reduced/free lunch,KZKKE,5JK
RGETN,Female,Qualifies for reduced/free lunch,KZKKE,5JK
UPCU5,Male,Qualifies for reduced/free lunch,KZKKE,5JK
XDNY7,Female,Qualifies for reduced/free lunch,KZKKE,5JK
04AKE,Male,Qualifies for reduced/free lunch,KZKKE,O6A
AQWWF,Male,Qualifies for reduced/free lunch,KZKKE,O6A
B00OI,Female,Qualifies for reduced/free lunch,KZKKE,O6A
BWKEO,Female,Qualifies for reduced/free lunch,KZKKE,O6A
CNER1,Male,Qualifies for reduced/free lunch,KZKKE,O6A
DGFMM,Female,Qualifies for reduced/free lunch,KZKKE,O6A
DXI2U,Male,Qualifies for reduced/free lunch,KZKKE,O6A
EI64V,Male,Qualifies for reduced/free lunch,KZKKE,O6A
G5DJK,Male,Qualifies for reduced/free lunch,KZKKE,O6A
GEAML,Male,Qualifies for reduced/free lunch,KZKKE,O6A
GZWE8,Male,Qualifies for reduced/free lunch,KZKKE,O6A
JKPGR,Male,Qualifies for reduced/free lunch,KZKKE,O6A
LXZT1,Female,Qualifies for reduced/free lunch,KZKKE,O6A
NC39S,Female,Qualifies for reduced/free lunch,KZKKE,O6A
NO7A8,Male,Qualifies for reduced/free lunch,KZKKE,O6A
NQWI4,Female,Qualifies for reduced/free lunch,KZKKE,O6A
O4GER,Female,Qualifies for reduced/free lunch,KZKKE,O6A
P72JH,Male,Qualifies for reduced/free lunch,KZKKE,O6A
U33J8,Male,Qualifies for reduced/free lunch,KZKKE,O6A
V1D5F,Male,Qualifies for reduced/free lunch,KZKKE,O6A
V6XIY,Female,Qualifies for reduced/free lunch,KZKKE,O6A
YMEER,Female,Qualifies for reduced/free lunch,KZKKE,O6A
0B12B,Male,Qualifies for reduced/free lunch,KZKKE,QTU
17QLQ,Female,Qualifies for reduced/free lunch,KZKKE,QTU
20GR2,Male,Qualifies for reduced/free lunch,KZKKE,QTU
5QQ2M,Female,Qualifies for reduced/free lunch,KZKKE,QTU
7XHBP,Female,Qualifies for reduced/free lunch,KZKKE,QTU
994YC,Male,Qualifies for reduced/free lunch,KZKKE,QTU
9C08L,Male,Qualifies for reduced/free lunch,KZKKE,QTU
BI4WF,Female,Qualifies for reduced/free lunch,KZKKE,QTU
CRILM,Male,Qualifies for reduced/free lunch,KZKKE,QTU
DRC00,Male,Qualifies for reduced/free lunch,KZKKE,QTU
EXWSY,Female,Qualifies for reduced/free lunch,KZKKE,QTU
IRP99,Male,Qualifies for reduced/free lunch,KZKKE,QTU
KG5MF,Male,Qualifies for reduced/free lunch,KZKKE,QTU
M2H7J,Male,Qualifies for reduced/free lunch,KZKKE,QTU
NF7O4,Male,Qualifies for reduced/free lunch,KZKKE,QTU
PA75T,Female,Qualifies for reduced/free lunch,KZKKE,QTU
QM9VS,Male,Qualifies for reduced/free lunch,KZKKE,QTU
R8HW2,Male,Qualifies for reduced/free lunch,KZKKE,QTU
TF7O6,Male,Qualifies for reduced/free lunch,KZKKE,QTU
UW2F0,Male,Qualifies for reduced/free lunch,KZKKE,QTU
VM3EU,Male,Qualifies for reduced/free lunch,KZKKE,QTU
WZ0HB,Male,Qualifies for reduced/free lunch,KZKKE,QTU
Y2WEZ,Female,Qualifies for reduced/free lunch,KZKKE,QTU
3Z4RO,Female,Does not qualify,LAYPA,AJ1
7QTEC,Female,Does not qualify,LAYPA,AJ1
AP72E,Female,Does not qualify,LAYPA,AJ1
DH9JM,Female,Does not qualify,LAYPA,AJ1
ETID2,Male,Does not qualify,LAYPA,AJ1
F4UXX,Male,Does not qualify,LAYPA,AJ1
FZS9D,Female,Does not qualify,LAYPA,AJ1
G9G77,Male,Does not qualify,LAYPA,AJ1
JW2EJ,Male,Does not qualify,LAYPA,AJ1
KDH19,Female,Does not qualify,LAYPA,AJ1
RL650,Female,Does not qualify,LAYPA,AJ1
RNSGC,Male,Does not qualify,LAYPA,AJ1
S2YL9,Male,Does not qualify,LAYPA,AJ1
T777S,Female,Does not qualify,LAYPA,AJ1
T9G1Q,Male,Does not qualify,LAYPA,AJ1
TZZPN,Male,Does not qualify,LAYPA,AJ1
UE2TY,Female,Does not qualify,LAYPA,AJ1
VKIEK,Female,Does not qualify,LAYPA,AJ1
VLB5M,Female,Does not qualify,LAYPA,AJ1
XM0J9,Female,Does not qualify,LAYPA,AJ1
YAHWM,Male,Does not qualify,LAYPA,AJ1
24PRY,Male,Does not qualify,LAYPA,J8J
AEGY3,Female,Does not qualify,LAYPA,J8J
BH0EA,Male,Does not qualify,LAYPA,J8J
DNFA3,Female,Does not qualify,LAYPA,J8J
E794Z,Male,Does not qualify,LAYPA,J8J
EYQXU,Male,Does not qualify,LAYPA,J8J
FD8K3,Female,Does not qualify,LAYPA,J8J
GWG8B,Male,Does not qualify,LAYPA,J8J
H1F9J,Male,Does not qualify,LAYPA,J8J
IQ0AV,Male,Does not qualify,LAYPA,J8J
KJB8T,Female,Does not qualify,LAYPA,J8J
LKLZR,Female,Does not qualify,LAYPA,J8J
P8278,Female,Does not qualify,LAYPA,J8J
POKHM,Female,Does not qualify,LAYPA,J8J
QW175,Female,Does not qualify,LAYPA,J8J
VF28H,Male,Does not qualify,LAYPA,J8J
W9FKB,Female,Does not qualify,LAYPA,J8J
X5W90,Female,Does not qualify,LAYPA,J8J
YZVDZ,Female,Does not qualify,LAYPA,J8J
4SU16,Male,Does not qualify,LAYPA,RA5
6M3HN,Male,Does not qualify,LAYPA,RA5
7Q9LQ,Female,Does not qualify,LAYPA,RA5
CES33,Female,Does not qualify,LAYPA,RA5
FMADC,Male,Does not qualify,LAYPA,RA5
GF6MA,Female,Does not qualify,LAYPA,RA5
GOPGB,Male,Does not qualify,LAYPA,RA5
I115S,Female,Does not qualify,LAYPA,RA5
JFR4G,Male,Does not qualify,LAYPA,RA5
O0CCH,Female,Does not qualify,LAYPA,RA5
PPU2J,Male,Does not qualify,LAYPA,RA5
PTA70,Female,Does not qualify,LAYPA,RA5
R0Z5D,Female,Does not qualify,LAYPA,RA5
X916N,Male,Does not qualify,LAYPA,RA5
XQ69V,Female,Does not qualify,LAYPA,RA5
YU9XI,Female,Does not qualify,LAYPA,RA5
Z1ZME,Female,Does not qualify,LAYPA,RA5
9N9B1,Female,Qualifies for reduced/free lunch,OJOBU,5SZ
CDRUO,Female,Does not qualify,OJOBU,5SZ
DBWEY,Male,Does not qualify,OJOBU,5SZ
DOV3H,Male,Does not qualify,OJOBU,5SZ
EL1BK,Male,Does not qualify,OJOBU,5SZ
EXWEA,Male,Does not qualify,OJOBU,5SZ
HWJG5,Male,Qualifies for reduced/free lunch,OJOBU,5SZ
K1FZT,Male,Does not qualify,OJOBU,5SZ
KGZK8,Male,Does not qualify,OJOBU,5SZ
N4AJE,Male,Does not qualify,OJOBU,5SZ
PQFNG,Male,Does not qualify,OJOBU,5SZ
SYCX7,Male,Does not qualify,OJOBU,5SZ
VZ1NV,Female,Does not qualify,OJOBU,5SZ
W6HC7,Male,Does not qualify,OJOBU,5SZ
WLJYG,Male,Does not qualify,OJOBU,5SZ
ZOAK4,Female,Does not qualify,OJOBU,5SZ
ZVM0Q,Female,Does not qualify,OJOBU,5SZ
16CA3,Female,Does not qualify,OJOBU,6U9
2XO1P,Male,Does not qualify,OJOBU,6U9
74C33,Male,Does not qualify,OJOBU,6U9
8PV7H,Male,Qualifies for reduced/free lunch,OJOBU,6U9
BIN4L,Female,Does not qualify,OJOBU,6U9
BNGRW,Female,Does not qualify,OJOBU,6U9
BZZOL,Male,Does not qualify,OJOBU,6U9
E2AAO,Male,Does not qualify,OJOBU,6U9
IAKEV,Male,Does not qualify,OJOBU,6U9
K6ZLE,Female,Does not qualify,OJOBU,6U9
KG40V,Female,Does not qualify,OJOBU,6U9
MBLOL,Male,Does not qualify,OJOBU,6U9
MESP7,Female,Does not qualify,OJOBU,6U9
N6JN2,Female,Qualifies for reduced/free lunch,OJOBU,6U9
O9YAY,Female,Does not qualify,OJOBU,6U9
OQBYX,Male,Does not qualify,OJOBU,6U9
QPY1S,Male,Does not qualify,OJOBU,6U9
RDYAU,Male,Does not qualify,OJOBU,6U9
RQT3M,Male,Does not qualify,OJOBU,6U9
TSOM0,Male,Does not qualify,OJOBU,6U9
V2JU6,Male,Does not qualify,OJOBU,6U9
WR4NN,Male,Does not qualify,OJOBU,6U9
3ZUP5,Male,Does not qualify,OJOBU,FS3
4AV4I,Male,Does not qualify,OJOBU,FS3
4SQKQ,Male,Does not qualify,OJOBU,FS3
50MY6,Male,Does not qualify,OJOBU,FS3
6I95C,Male,Does not qualify,OJOBU,FS3
7IRLR,Female,Does not qualify,OJOBU,FS3
A0IVI,Male,Does not qualify,OJOBU,FS3
AJN0V,Male,Does not qualify,OJOBU,FS3
GVD77,Male,Does not qualify,OJOBU,FS3
I618Z,Female,Does not qualify,OJOBU,FS3
J2AQX,Female,Does not qualify,OJOBU,FS3
KC6W4,Male,Does not qualify,OJOBU,FS3
LASVX,Male,Qualifies for reduced/free lunch,OJOBU,FS3
QUDKL,Female,Qualifies for reduced/free lunch,OJOBU,FS3
RD5O5,Male,Does not qualify,OJOBU,FS3
RFA8S,Male,Does not qualify,OJOBU,FS3
V81SU,Female,Qualifies for reduced/free lunch,OJOBU,FS3
VXJGW,Male,Does not qualify,OJOBU,FS3
WMMW4,Female,Does not qualify,OJOBU,FS3
1VMNH,Male,Does not qualify,OJOBU,XJ8
49F3U,Male,Does not qualify,OJOBU,XJ8
6QWJK,Male,Qualifies for reduced/free lunch,OJOBU,XJ8
8TE8Y,Female,Does not qualify,OJOBU,XJ8
AC5BK,Female,Does not qualify,OJOBU,XJ8
AD5OK,Male,Qualifies for reduced/free lunch,OJOBU,XJ8
AFWCA,Male,Does not qualify,OJOBU,XJ8
CXMKS,Male,Does not qualify,OJOBU,XJ8
DKUQ5,Male,Qualifies for reduced/free lunch,OJOBU,XJ8
E9UFB,Male,Does not qualify,OJOBU,XJ8
GK7UQ,Male,Does not qualify,OJOBU,XJ8
I93O1,Female,Qualifies for reduced/free lunch,OJOBU,XJ8
ILXQY,Female,Does not qualify,OJOBU,XJ8
KZPFA,Female,Does not qualify,OJOBU,XJ8
LJSMA,Male,Does not qualify,OJOBU,XJ8
MASAB,Female,Does not qualify,OJOBU,XJ8
MF1NR,Male,Does not qualify,OJOBU,XJ8
PYKYM,Female,Does not qualify,OJOBU,XJ8
UCM5B,Female,Does not qualify,OJOBU,XJ8
W1EY9,Male,Does not qualify,OJOBU,XJ8
YGARH,Male,Does not qualify,OJOBU,XJ8
YPXKI,Male,Does not qualify,OJOBU,XJ8
ZGDQE,Male,Does not qualify,OJOBU,XJ8
1X4LE,Female,Does not qualify,QOQTS,0N7
3K8VB,Female,Does not qualify,QOQTS,0N7
4FOOR,Male,Does not qualify,QOQTS,0N7
6F38N,Male,Does not qualify,QOQTS,0N7
6V19X,Male,Does not qualify,QOQTS,0N7
7LULA,Male,Qualifies for reduced/free lunch,QOQTS,0N7
9E26H,Female,Does not qualify,QOQTS,0N7
A4B5Z,Female,Does not qualify,QOQTS,0N7
BWHHF,Male,Does not qualify,QOQTS,0N7
CPQZ5,Female,Qualifies for reduced/free lunch,QOQTS,0N7
CWNPG,Male,Does not qualify,QOQTS,0N7
EZVOU,Female,Does not qualify,QOQTS,0N7
FTOMN,Female,Does not qualify,QOQTS,0N7
G0DSR,Female,Does not qualify,QOQTS,0N7
GPNQZ,Female,Does not qualify,QOQTS,0N7
GRB8C,Male,Does not qualify,QOQTS,0N7
JVF58,Female,Does not qualify,QOQTS,0N7
L9CIM,Female,Does not qualify,QOQTS,0N7
LZDOV,Male,Does not qualify,QOQTS,0N7
OSXFO,Female,Does not qualify,QOQTS,0N7
OV3PC,Male,Does not qualify,QOQTS,0N7
PUJFV,Female,Does not qualify,QOQTS,0N7
SGVTD,Female,Does not qualify,QOQTS,0N7
VVHRQ,Female,Qualifies for reduced/free lunch,QOQTS,0N7
W217G,Male,Does not qualify,QOQTS,0N7
WHJQO,Male,Does not qualify,QOQTS,0N7
XIV97,Male,Does not qualify,QOQTS,0N7
YGGJT,Male,Does not qualify,QOQTS,0N7
1VF7G,Female,Does not qualify,QOQTS,3XJ
5884X,Female,Does not qualify,QOQTS,3XJ
9TCBM,Female,Does not qualify,QOQTS,3XJ
A8L7P,Female,Does not qualify,QOQTS,3XJ
BOMPO,Female,Does not qualify,QOQTS,3XJ
BZG06,Male,Does not qualify,QOQTS,3XJ
CE7P3,Male,Does not qualify,QOQTS,3XJ
FIGCP,Female,Does not qualify,QOQTS,3XJ
G8C0U,Female,Does not qualify,QOQTS,3XJ
J39HG,Female,Does not qualify,QOQTS,3XJ
J46NP,Female,Does not qualify,QOQTS,3XJ
K58CZ,Male,Does not qualify,QOQTS,3XJ
LJWJ5,Female,Does not qualify,QOQTS,3XJ
M4BRQ,Male,Does not qualify,QOQTS,3XJ
N8UTT,Male,Does not qualify,QOQTS,3XJ
OXLY0,Male,Does not qualify,QOQTS,3XJ
PY1GY,Male,Does not qualify,QOQTS,3XJ
RP33I,Female,Does not qualify,QOQTS,3XJ
T61LX,Male,Does not qualify,QOQTS,3XJ
T94QN,Male,Does not qualify,QOQTS,3XJ
W95QH,Female,Does not qualify,QOQTS,3XJ
WUC3P,Female,Does not qualify,QOQTS,3XJ
XILO8,Female,Does not qualify,QOQTS,3XJ
ZUFG3,Female,Does not qualify,QOQTS,3XJ
0MXW8,Male,Does not qualify,QOQTS,RK7
0VLI0,Male,Does not qualify,QOQTS,RK7
1MUNN,Male,Does not qualify,QOQTS,RK7
64P1X,Male,Does not qualify,QOQTS,RK7
6S1RB,Male,Does not qualify,QOQTS,RK7
8KXVK,Male,Does not qualify,QOQTS,RK7
9PPQ2,Male,Does not qualify,QOQTS,RK7
9TOAI,Female,Does not qualify,QOQTS,RK7
A8OCT,Male,Does not qualify,QOQTS,RK7
F41NC,Female,Does not qualify,QOQTS,RK7
GC32I,Male,Does not qualify,QOQTS,RK7
JVQOT,Male,Does not qualify,QOQTS,RK7
L5MKI,Female,Does not qualify,QOQTS,RK7
M401J,Female,Does not qualify,QOQTS,RK7
M4RHA,Female,Does not qualify,QOQTS,RK7
N1ZJX,Male,Does not qualify,QOQTS,RK7
NNP1T,Female,Does not qualify,QOQTS,RK7
O3INT,Female,Does not qualify,QOQTS,RK7
P7B9V,Female,Does not qualify,QOQTS,RK7
RAAGQ,Female,Does not qualify,QOQTS,RK7
RDSJZ,Male,Does not qualify,QOQTS,RK7
Y0SC0,Male,Does not qualify,QOQTS,RK7
0ATHH,Male,Does not qualify,QOQTS,SUR
36XVY,Male,Does not qualify,QOQTS,SUR
5F3AB,Female,Does not qualify,QOQTS,SUR
6B3YQ,Female,Does not qualify,QOQTS,SUR
7SAPU,Female,Qualifies for reduced/free lunch,QOQTS,SUR
7UYMS,Female,Does not qualify,QOQTS,SUR
7VV8V,Male,Does not qualify,QOQTS,SUR
A2OLH,Male,Does not qualify,QOQTS,SUR
D42XF,Male,Does not qualify,QOQTS,SUR
DSS9N,Female,Does not qualify,QOQTS,SUR
EP1OW,Male,Does not qualify,QOQTS,SUR
FCNU9,Female,Does not qualify,QOQTS,SUR
G3900,Male,Does not qualify,QOQTS,SUR
H2O56,Male,Does not qualify,QOQTS,SUR
IEA4E,Female,Does not qualify,QOQTS,SUR
IXNI7,Female,Does not qualify,QOQTS,SUR
KV76E,Male,Does not qualify,QOQTS,SUR
M3C4F,Female,Does not qualify,QOQTS,SUR
MINBK,Male,Qualifies for reduced/free lunch,QOQTS,SUR
NH2XP,Male,Does not qualify,QOQTS,SUR
NK0RT,Male,Does not qualify,QOQTS,SUR
OFPX7,Female,Does not qualify,QOQTS,SUR
SDWCT,Female,Does not qualify,QOQTS,SUR
U355K,Female,Does not qualify,QOQTS,SUR
WKFXN,Male,Does not qualify,QOQTS,SUR
WPUEY,Female,Does not qualify,QOQTS,SUR
XSWF9,Female,Does not qualify,QOQTS,SUR
YZBI1,Female,Does not qualify,QOQTS,SUR
2Y5KB,Male,Does not qualify,QOQTS,X2O
3G0AI,Male,Qualifies for reduced/free lunch,QOQTS,X2O
3TPE1,Male,Does not qualify,QOQTS,X2O
59VYG,Male,Does not qualify,QOQTS,X2O
AKDEM,Female,Does not qualify,QOQTS,X2O
AO6BG,Male,Does not qualify,QOQTS,X2O
EJAMZ,Male,Does not qualify,QOQTS,X2O
FZF17,Female,Does not qualify,QOQTS,X2O
G193S,Female,Does not qualify,QOQTS,X2O
H5DOH,Male,Does not qualify,QOQTS,X2O
HD0QR,Male,Does not qualify,QOQTS,X2O
HSJ6V,Female,Does not qualify,QOQTS,X2O
I0YK4,Male,Does not qualify,QOQTS,X2O
ICRP4,Male,Does not qualify,QOQTS,X2O
LJWJ6,Male,Does not qualify,QOQTS,X2O
MHXTU,Male,Does not qualify,QOQTS,X2O
QPJGR,Female,Does not qualify,QOQTS,X2O
QS03G,Female,Does not qualify,QOQTS,X2O
QW5M0,Male,Qualifies for reduced/free lunch,QOQTS,X2O
SAYN0,Female,Does not qualify,QOQTS,X2O
UC234,Male,Does not qualify,QOQTS,X2O
UM88I,Female,Does not qualify,QOQTS,X2O
W4M1T,Male,Does not qualify,QOQTS,X2O
X32YR,Female,Does not qualify,QOQTS,X2O
YS6D7,Male,Does not qualify,QOQTS,X2O
0HAGQ,Female,Does not qualify,QOQTS,XZ4
1DSAG,Female,Does not qualify,QOQTS,XZ4
2RXVE,Male,Does not qualify,QOQTS,XZ4
3Z0V4,Male,Does not qualify,QOQTS,XZ4
4QH1V,Male,Does not qualify,QOQTS,XZ4
5BK70,Female,Does not qualify,QOQTS,XZ4
9Q9RK,Female,Does not qualify,QOQTS,XZ4
AAUAP,Female,Qualifies for reduced/free lunch,QOQTS,XZ4
F3G51,Female,Does not qualify,QOQTS,XZ4
F5RU2,Male,Does not qualify,QOQTS,XZ4
FSTS2,Female,Does not qualify,QOQTS,XZ4
HGCQA,Male,Does not qualify,QOQTS,XZ4
IDSWX,Female,Does not qualify,QOQTS,XZ4
JZA64,Female,Does not qualify,QOQTS,XZ4
N3IUQ,Female,Does not qualify,QOQTS,XZ4
NRHKL,Male,Qualifies for reduced/free lunch,QOQTS,XZ4
NYDID,Female,Does not qualify,QOQTS,XZ4
QFCSU,Male,Does not qualify,QOQTS,XZ4
QLVBH,Female,Does not qualify,QOQTS,XZ4
S8BUS,Male,Does not qualify,QOQTS,XZ4
TQ7FO,Male,Does not qualify,QOQTS,XZ4
WUBEL,Female,Does not qualify,QOQTS,XZ4
15087,Male,Does not qualify,UAGPU,1SZ
68TLS,Male,Does not qualify,UAGPU,1SZ
8LQQZ,Female,Does not qualify,UAGPU,1SZ
96R50,Male,Does not qualify,UAGPU,1SZ
9V75V,Male,Does not qualify,UAGPU,1SZ
AUZ9N,Male,Does not qualify,UAGPU,1SZ
B19E2,Male,Does not qualify,UAGPU,1SZ
B2NRX,Male,Does not qualify,UAGPU,1SZ
CFH25,Male,Does not qualify,UAGPU,1SZ
DI6CN,Female,Does not qualify,UAGPU,1SZ
EEW82,Female,Does not qualify,UAGPU,1SZ
F9L7V,Female,Does not qualify,UAGPU,1SZ
GDU43,Female,Does not qualify,UAGPU,1SZ
JZQIP,Female,Does not qualify,UAGPU,1SZ
LHLZ0,Male,Does not qualify,UAGPU,1SZ
O5U7H,Male,Does not qualify,UAGPU,1SZ
T3MLI,Female,Does not qualify,UAGPU,1SZ
T51PH,Female,Does not qualify,UAGPU,1SZ
TM3WU,Male,Does not qualify,UAGPU,1SZ
VOASI,Female,Does not qualify,UAGPU,1SZ
YQ2AF,Female,Does not qualify,UAGPU,1SZ
YV3L0,Male,Does not qualify,UAGPU,1SZ
0VF9P,Female,Does not qualify,UAGPU,62L
10GPN,Male,Does not qualify,UAGPU,62L
2N2TX,Female,Does not qualify,UAGPU,62L
5JSKA,Female,Qualifies for reduced/free lunch,UAGPU,62L
5ZOS4,Male,Does not qualify,UAGPU,62L
94EK4,Female,Does not qualify,UAGPU,62L
B8GPJ,Female,Does not qualify,UAGPU,62L
BAEWN,Male,Does not qualify,UAGPU,62L
G4UTB,Male,Does not qualify,UAGPU,62L
GDMQS,Female,Does not qualify,UAGPU,62L
KTSB7,Female,Does not qualify,UAGPU,62L
KXPEE,Female,Does not qualify,UAGPU,62L
N42JI,Male,Does not qualify,UAGPU,62L
P5X30,Male,Does not qualify,UAGPU,62L
