student_id,school,gender,lunch,pretest,posttest
7H9LF,GOOBU,Female,Qualifies for reduced/free lunch,40.0,57.0
93CDF,GOOBU,Female,Qualifies for reduced/free lunch,34.0,54.0
9DKQ9,GOOBU,Female,Qualifies for reduced/free lunch,39.0,56.0
9UN3Z,GOOBU,Male,Qualifies for reduced/free lunch,36.0,55.0
A3JJP,GOOBU,Female,Qualifies for reduced/free lunch,36.0,57.0
AHIZI,GOOBU,Male,Does not qualify,45.0,64.0
BUDF2,GOOBU,Male,Qualifies for reduced/free lunch,36.0,57.0
D76QH,GOOBU,Male,Qualifies for reduced/free lunch,40.0,60.0
FFCHO,GOOBU,Male,Qualifies for reduced/free lunch,42.0,55.0
HLTZ9,GOOBU,Male,Qualifies for reduced/free lunch,38.0,59.0
J0V3K,GOOBU,Male,Qualifies for reduced/free lunch,40.0,56.0
JOWGS,GOOBU,Female,Qualifies for reduced/free lunch,34.0,56.0
KG0JT,GOOBU,Female,Qualifies for reduced/free lunch,40.0,54.0
KVGQU,GOOBU,Male,Qualifies for reduced/free lunch,38.0,53.0
M34JB,GOOBU,Female,Qualifies for reduced/free lunch,40.0,50.0
M3Q4U,GOOBU,Male,Qualifies for reduced/free lunch,40.0,55.0
NFXF0,GOOBU,Female,Qualifies for reduced/free lunch,42.0,60.0
QQJEC,GOOBU,Female,Qualifies for reduced/free lunch,36.0,59.0
RDNR9,GOOBU,Male,Qualifies for reduced/free lunch,36.0,51.0
SC382,GOOBU,Female,Qualifies for reduced/free lunch,41.0,58.0
UYKRK,GOOBU,Female,Qualifies for reduced/free lunch,44.0,58.0
UYY4U,GOOBU,Female,Qualifies for reduced/free lunch,39.0,56.0
1Q5IJ,IDGFP,Female,Does not qualify,74.0,82.0
244TH,IDGFP,Male,Does not qualify,74.0,85.0
2RBHS,IDGFP,Male,Does not qualify,72.0,76.0
4V1FZ,IDGFP,Female,Does not qualify,71.0,80.0
66F0E,IDGFP,Male,Does not qualify,77.0,85.0
81HQ5,IDGFP,Male,Does not qualify,79.0,86.0
AZ8TD,IDGFP,Female,Does not qualify,73.0,82.0
BFTIU,IDGFP,Female,Does not qualify,74.0,82.0
ECID0,IDGFP,Male,Does not qualify,73.0,85.0
EKP6D,IDGFP,Male,Does not qualify,74.0,85.0
LLVCV,IDGFP,Female,Does not qualify,72.0,87.0
MNYAI,IDGFP,Male,Does not qualify,66.0,88.0
MRJP3,IDGFP,Male,Does not qualify,75.0,86.0
NNVWK,IDGFP,Male,Does not qualify,74.0,85.0
O8JV2,IDGFP,Female,Does not qualify,74.0,84.0
OD8GS,IDGFP,Male,Does not qualify,74.0,85.0
OLXN2,IDGFP,Male,Does not qualify,74.0,85.0
TDTSM,IDGFP,Male,Does not qualify,69.0,80.0
VX97O,IDGFP,Female,Does not qualify,71.0,80.0
WTS1I,IDGFP,Female,Does not qualify,74.0,85.0
ZHM15,IDGFP,Female,Does not qualify,69.0,81.0
ZJ9AC,IDGFP,Male,Does not qualify,72.0,80.0
6AY2E,IDGFP,Female,Does not qualify,82.0,93.0
70GY7,IDGFP,Male,Does not qualify,79.0,90.0
72NKS,IDGFP,Female,Does not qualify,73.0,92.0
9D5GC,IDGFP,Male,Does not qualify,78.0,97.0
A99SV,IDGFP,Female,Does not qualify,74.0,93.0
BU6TQ,IDGFP,Male,Does not qualify,82.0,87.0
F5H1B,IDGFP,Male,Does not qualify,74.0,95.0
FZDNX,IDGFP,Male,Does not qualify,77.0,91.0
GBC87,IDGFP,Female,Does not qualify,78.0,91.0
HHYKH,IDGFP,Female,Does not qualify,79.0,99.0
IUKHE,IDGFP,Female,Does not qualify,76.0,92.0
IWFBI,IDGFP,Male,Does not qualify,75.0,91.0
MKL3E,IDGFP,Male,Does not qualify,72.0,87.0
NYDF6,IDGFP,Male,Does not qualify,77.0,88.0
PH300,IDGFP,Male,Does not qualify,71.0,88.0
Q4Q2T,IDGFP,Female,Does not qualify,80.0,95.0
QZPO5,IDGFP,Male,Does not qualify,73.0,89.0
SA51C,IDGFP,Male,Does not qualify,77.0,94.0
U10TY,IDGFP,Male,Does not qualify,78.0,95.0
UF2ZX,IDGFP,Male,Does not qualify,76.0,90.0
YLIKU,IDGFP,Female,Does not qualify,78.0,96.0
0I7BC,IDGFP,Male,Does not qualify,78.0,88.0
1MZ88,IDGFP,Female,Does not qualify,75.0,88.0
3OE0R,IDGFP,Male,Does not qualify,76.0,79.0
7FG13,IDGFP,Female,Does not qualify,75.0,84.0
8JLKV,IDGFP,Female,Does not qualify,70.0,87.0
B3Q7F,IDGFP,Female,Does not qualify,70.0,86.0
BD68G,IDGFP,Male,Does not qualify,69.0,83.0
BYOML,IDGFP,Female,Does not qualify,76.0,83.0
CKFUH,IDGFP,Female,Does not qualify,71.0,83.0
DAAC3,IDGFP,Female,Does not qualify,73.0,82.0
K0RE7,IDGFP,Male,Does not qualify,73.0,80.0
KELXA,IDGFP,Male,Does not qualify,78.0,81.0
KO0KO,IDGFP,Female,Does not qualify,77.0,83.0
MABFE,IDGFP,Female,Does not qualify,75.0,86.0
NI2JW,IDGFP,Male,Does not qualify,77.0,87.0
QXGYA,IDGFP,Female,Does not qualify,71.0,79.0
T03W3,IDGFP,Female,Does not qualify,69.0,79.0
1QLNQ,IDGFP,Female,Does not qualify,85.0,98.0
37DM6,IDGFP,Female,Does not qualify,83.0,96.0
9JGL2,IDGFP,Female,Does not qualify,84.0,99.0
BYVSP,IDGFP,Male,Does not qualify,86.0,100.0
D9SR6,IDGFP,Female,Does not qualify,83.0,100.0
HXUZG,IDGFP,Male,Does not qualify,89.0,98.0
K5955,IDGFP,Male,Does not qualify,85.0,100.0
NWT24,IDGFP,Male,Does not qualify,80.0,95.0
P32P9,IDGFP,Male,Does not qualify,83.0,100.0
QXTHU,IDGFP,Male,Does not qualify,93.0,100.0
RG9R4,IDGFP,Male,Does not qualify,83.0,100.0
RVC99,IDGFP,Female,Does not qualify,86.0,98.0
SH2DM,IDGFP,Male,Does not qualify,88.0,100.0
TRDWB,IDGFP,Male,Does not qualify,84.0,96.0
UZ1YR,IDGFP,Male,Does not qualify,81.0,95.0
VT3PJ,IDGFP,Female,Does not qualify,87.0,98.0
W4KYQ,IDGFP,Female,Does not qualify,81.0,100.0
18U47,IDGFP,Male,Does not qualify,64.0,75.0
2DSRE,IDGFP,Female,Does not qualify,71.0,81.0
5NROF,IDGFP,Male,Does not qualify,64.0,81.0
66QL7,IDGFP,Male,Does not qualify,66.0,82.0
6OF17,IDGFP,Female,Does not qualify,72.0,79.0
703OV,IDGFP,Female,Does not qualify,71.0,75.0
AKMB6,IDGFP,Female,Does not qualify,67.0,81.0
EKU9C,IDGFP,Male,Does not qualify,66.0,76.0
GZBOQ,IDGFP,Male,Does not qualify,68.0,79.0
H5UUL,IDGFP,Male,Does not qualify,73.0,81.0
I284N,IDGFP,Female,Does not qualify,68.0,80.0
I3PZA,IDGFP,Female,Does not qualify,71.0,81.0
IHVXF,IDGFP,Male,Does not qualify,68.0,76.0
RGOYE,IDGFP,Male,Does not qualify,63.0,77.0
UBRDA,IDGFP,Female,Does not qualify,70.0,86.0
XBZ3J,IDGFP,Male,Does not qualify,68.0,77.0
XHZRD,IDGFP,Female,Does not qualify,71.0,74.0
1QW92,KFZMY,Male,Qualifies for reduced/free lunch,39.0,59.0
20GY6,KFZMY,Male,Qualifies for reduced/free lunch,39.0,53.0
270VO,KFZMY,Male,Qualifies for reduced/free lunch,39.0,59.0
2E0P4,KFZMY,Female,Qualifies for reduced/free lunch,42.0,55.0
47R59,KFZMY,Male,Qualifies for reduced/free lunch,39.0,57.0
4O7F9,KFZMY,Female,Qualifies for reduced/free lunch,43.0,57.0
AXQ2I,KFZMY,Female,Qualifies for reduced/free lunch,37.0,52.0
BOSK4,KFZMY,Female,Does not qualify,45.0,67.0
C2UIR,KFZMY,Female,Does not qualify,45.0,61.0
CO91R,KFZMY,Male,Qualifies for reduced/free lunch,38.0,57.0
D1K24,KFZMY,Female,Qualifies for reduced/free lunch,41.0,51.0
HHVX3,KFZMY,Female,Qualifies for reduced/free lunch,40.0,58.0
KUSRN,KFZMY,Male,Qualifies for reduced/free lunch,41.0,55.0
LRZXP,KFZMY,Male,Does not qualify,47.0,62.0
MOWQW,KFZMY,Female,Qualifies for reduced/free lunch,49.0,62.0
NTECN,KFZMY,Female,Qualifies for reduced/free lunch,44.0,57.0
O64JQ,KFZMY,Male,Qualifies for reduced/free lunch,42.0,56.0
O8S23,KFZMY,Male,Qualifies for reduced/free lunch,42.0,50.0
OO4QN,KFZMY,Female,Qualifies for reduced/free lunch,43.0,56.0
P014J,KFZMY,Female,Qualifies for reduced/free lunch,43.0,55.0
P5OPK,KFZMY,Female,Qualifies for reduced/free lunch,43.0,56.0
R0DLG,KFZMY,Female,Qualifies for reduced/free lunch,37.0,57.0
RFKQ2,KFZMY,Male,Does not qualify,51.0,67.0
S3J5U,KFZMY,Male,Qualifies for reduced/free lunch,45.0,58.0
SJNNJ,KFZMY,Male,Qualifies for reduced/free lunch,43.0,62.0
T02OH,KFZMY,Female,Qualifies for reduced/free lunch,43.0,61.0
Y5XWB,KFZMY,Male,Qualifies for reduced/free lunch,39.0,55.0
2UUOQ,KFZMY,Female,Does not qualify,44.0,56.0
43IMD,KFZMY,Female,Qualifies for reduced/free lunch,40.0,56.0
4JBGB,KFZMY,Male,Qualifies for reduced/free lunch,38.0,49.0
4Q2NT,KFZMY,Female,Qualifies for reduced/free lunch,41.0,47.0
4Y0J5,KFZMY,Male,Qualifies for reduced/free lunch,42.0,51.0
808RV,KFZMY,Female,Qualifies for reduced/free lunch,43.0,56.0
9KW69,KFZMY,Female,Qualifies for reduced/free lunch,39.0,55.0
9NRJU,KFZMY,Female,Does not qualify,41.0,54.0
ABNLD,KFZMY,Female,Qualifies for reduced/free lunch,39.0,54.0
CGCGR,KFZMY,Female,Qualifies for reduced/free lunch,42.0,56.0
CW0EO,KFZMY,Female,Does not qualify,47.0,54.0
E6EPH,KFZMY,Female,Does not qualify,48.0,52.0
FQE5C,KFZMY,Male,Qualifies for reduced/free lunch,41.0,47.0
L2D86,KFZMY,Female,Qualifies for reduced/free lunch,37.0,49.0
NS4LD,KFZMY,Female,Qualifies for reduced/free lunch,42.0,49.0
P5H5B,KFZMY,Female,Does not qualify,42.0,51.0
PFTGJ,KFZMY,Male,Qualifies for reduced/free lunch,38.0,48.0
PJ4OB,KFZMY,Male,Qualifies for reduced/free lunch,45.0,50.0
PR2SE,KFZMY,Male,Qualifies for reduced/free lunch,42.0,54.0
RZ7VK,KFZMY,Male,Does not qualify,44.0,52.0
RZ8R2,KFZMY,Male,Qualifies for reduced/free lunch,39.0,48.0
V7B7N,KFZMY,Female,Qualifies for reduced/free lunch,42.0,53.0
V8FEW,KFZMY,Male,Qualifies for reduced/free lunch,44.0,44.0
XL187,KFZMY,Male,Qualifies for reduced/free lunch,39.0,51.0
ZDWE1,KFZMY,Male,Qualifies for reduced/free lunch,39.0,47.0
0EBJW,KZKKE,Female,Qualifies for reduced/free lunch,48.0,58.0
1M0HM,KZKKE,Male,Qualifies for reduced/free lunch,48.0,60.0
1OGHH,KZKKE,Male,Qualifies for reduced/free lunch,52.0,59.0
2HYPB,KZKKE,Male,Qualifies for reduced/free lunch,48.0,55.0
5F5S6,KZKKE,Male,Qualifies for reduced/free lunch,45.0,59.0
5UKAH,KZKKE,Female,Qualifies for reduced/free lunch,43.0,62.0
75PYA,KZKKE,Female,Qualifies for reduced/free lunch,51.0,62.0
7UUD2,KZKKE,Male,Qualifies for reduced/free lunch,49.0,62.0
9LSG0,KZKKE,Female,Qualifies for reduced/free lunch,45.0,56.0
AD7YT,KZKKE,Male,Qualifies for reduced/free lunch,51.0,61.0
DM6UL,KZKKE,Female,Qualifies for reduced/free lunch,49.0,55.0
GCK1W,KZKKE,Male,Qualifies for reduced/free lunch,48.0,54.0
KENTO,KZKKE,Male,Qualifies for reduced/free lunch,45.0,54.0
O5PNU,KZKKE,Male,Qualifies for reduced/free lunch,48.0,53.0
OQIGJ,KZKKE,Female,Qualifies for reduced/free lunch,50.0,55.0
Q0U0I,KZKKE,Male,Qualifies for reduced/free lunch,46.0,57.0
R859E,KZKKE,Male,Qualifies for reduced/free lunch,50.0,59.0
RAJVR,KZKKE,Male,Qualifies for reduced/free lunch,48.0,54.0
W7JZI,KZKKE,Female,Qualifies for reduced/free lunch,53.0,62.0
WB0ZA,KZKKE,Female,Qualifies for reduced/free lunch,47.0,56.0
1KE7L,KZKKE,Female,Qualifies for reduced/free lunch,32.0,40.0
5LFSK,KZKKE,Female,Qualifies for reduced/free lunch,30.0,43.0
BT8BY,KZKKE,Male,Qualifies for reduced/free lunch,28.0,42.0
CTFB2,KZKKE,Male,Qualifies for reduced/free lunch,30.0,42.0
DO21O,KZKKE,Male,Qualifies for reduced/free lunch,29.0,42.0
EOZV5,KZKKE,Female,Qualifies for reduced/free lunch,30.0,36.0
FNQIP,KZKKE,Female,Qualifies for reduced/free lunch,34.0,41.0
GFVOX,KZKKE,Female,Qualifies for reduced/free lunch,28.0,37.0
GONLU,KZKKE,Female,Qualifies for reduced/free lunch,29.0,39.0
HF4C7,KZKKE,Female,Qualifies for reduced/free lunch,29.0,41.0
JBZCX,KZKKE,Female,Qualifies for reduced/free lunch,29.0,40.0
LK690,KZKKE,Female,Qualifies for reduced/free lunch,29.0,40.0
LYT0H,KZKKE,Female,Qualifies for reduced/free lunch,32.0,39.0
OPOZ3,KZKKE,Male,Qualifies for reduced/free lunch,29.0,43.0
PMVCX,KZKKE,Female,Qualifies for reduced/free lunch,31.0,42.0
QFYO5,KZKKE,Female,Qualifies for reduced/free lunch,27.0,41.0
QLIX9,KZKKE,Male,Qualifies for reduced/free lunch,34.0,40.0
QOAA6,KZKKE,Female,Qualifies for reduced/free lunch,27.0,43.0
RHOL5,KZKKE,Male,Qualifies for reduced/free lunch,31.0,37.0
T1N79,KZKKE,Female,Qualifies for reduced/free lunch,26.0,38.0
ZRQGZ,KZKKE,Female,Qualifies for reduced/free lunch,32.0,43.0
ZSLGX,KZKKE,Male,Qualifies for reduced/free lunch,30.0,42.0
04TOE,KZKKE,Female,Qualifies for reduced/free lunch,33.0,42.0
1ZWQW,KZKKE,Female,Qualifies for reduced/free lunch,34.0,44.0
2DSZC,KZKKE,Male,Qualifies for reduced/free lunch,29.0,43.0
8DGQQ,KZKKE,Male,Qualifies for reduced/free lunch,31.0,42.0
8Q0G9,KZKKE,Female,Qualifies for reduced/free lunch,33.0,39.0
AMERN,KZKKE,Male,Qualifies for reduced/free lunch,33.0,44.0
BC0AI,KZKKE,Male,Qualifies for reduced/free lunch,33.0,45.0
BVNY3,KZKKE,Male,Qualifies for reduced/free lunch,38.0,44.0
CYTS4,KZKKE,Female,Qualifies for reduced/free lunch,36.0,46.0
DIR4F,KZKKE,Male,Qualifies for reduced/free lunch,36.0,43.0
FAJ8G,KZKKE,Male,Qualifies for reduced/free lunch,33.0,43.0
FU2Q1,KZKKE,Male,Qualifies for reduced/free lunch,37.0,43.0
FYF2E,KZKKE,Male,Qualifies for reduced/free lunch,34.0,45.0
HQ18M,KZKKE,Female,Qualifies for reduced/free lunch,29.0,39.0
JNSF2,KZKKE,Female,Qualifies for reduced/free lunch,33.0,42.0
L33FR,KZKKE,Female,Qualifies for reduced/free lunch,32.0,45.0
MXRZF,KZKKE,Female,Qualifies for reduced/free lunch,34.0,47.0
P75GA,KZKKE,Female,Qualifies for reduced/free lunch,34.0,45.0
Q4ZMR,KZKKE,Female,Qualifies for reduced/free lunch,36.0,49.0
QA54S,KZKKE,Female,Qualifies for reduced/free lunch,33.0,45.0
R64X5,KZKKE,Male,Qualifies for reduced/free lunch,32.0,44.0
RGETN,KZKKE,Female,Qualifies for reduced/free lunch,36.0,49.0
UPCU5,KZKKE,Male,Qualifies for reduced/free lunch,30.0,43.0
XDNY7,KZKKE,Female,Qualifies for reduced/free lunch,32.0,45.0
04AKE,KZKKE,Male,Qualifies for reduced/free lunch,48.0,54.0
AQWWF,KZKKE,Male,Qualifies for reduced/free lunch,40.0,49.0
B00OI,KZKKE,Female,Qualifies for reduced/free lunch,42.0,56.0
BWKEO,KZKKE,Female,Qualifies for reduced/free lunch,43.0,59.0
CNER1,KZKKE,Male,Qualifies for reduced/free lunch,45.0,55.0
DGFMM,KZKKE,Female,Qualifies for reduced/free lunch,43.0,57.0
DXI2U,KZKKE,Male,Qualifies for reduced/free lunch,47.0,59.0
EI64V,KZKKE,Male,Qualifies for reduced/free lunch,44.0,55.0
G5DJK,KZKKE,Male,Qualifies for reduced/free lunch,46.0,50.0
GEAML,KZKKE,Male,Qualifies for reduced/free lunch,45.0,54.0
GZWE8,KZKKE,Male,Qualifies for reduced/free lunch,45.0,52.0
JKPGR,KZKKE,Male,Qualifies for reduced/free lunch,47.0,54.0
LXZT1,KZKKE,Female,Qualifies for reduced/free lunch,43.0,52.0
NC39S,KZKKE,Female,Qualifies for reduced/free lunch,41.0,53.0
NO7A8,KZKKE,Male,Qualifies for reduced/free lunch,43.0,55.0
NQWI4,KZKKE,Female,Qualifies for reduced/free lunch,50.0,60.0
O4GER,KZKKE,Female,Qualifies for reduced/free lunch,42.0,50.0
P72JH,KZKKE,Male,Qualifies for reduced/free lunch,42.0,57.0
U33J8,KZKKE,Male,Qualifies for reduced/free lunch,37.0,52.0
V1D5F,KZKKE,Male,Qualifies for reduced/free lunch,45.0,56.0
V6XIY,KZKKE,Female,Qualifies for reduced/free lunch,43.0,59.0
YMEER,KZKKE,Female,Qualifies for reduced/free lunch,47.0,62.0
0B12B,KZKKE,Male,Qualifies for reduced/free lunch,28.0,40.0
17QLQ,KZKKE,Female,Qualifies for reduced/free lunch,39.0,47.0
20GR2,KZKKE,Male,Qualifies for reduced/free lunch,36.0,51.0
5QQ2M,KZKKE,Female,Qualifies for reduced/free lunch,34.0,49.0
7XHBP,KZKKE,Female,Qualifies for reduced/free lunch,35.0,46.0
994YC,KZKKE,Male,Qualifies for reduced/free lunch,31.0,46.0
9C08L,KZKKE,Male,Qualifies for reduced/free lunch,29.0,44.0
BI4WF,KZKKE,Female,Qualifies for reduced/free lunch,32.0,46.0
CRILM,KZKKE,Male,Qualifies for reduced/free lunch,32.0,38.0
DRC00,KZKKE,Male,Qualifies for reduced/free lunch,31.0,45.0
EXWSY,KZKKE,Female,Qualifies for reduced/free lunch,33.0,46.0
IRP99,KZKKE,Male,Qualifies for reduced/free lunch,32.0,41.0
KG5MF,KZKKE,Male,Qualifies for reduced/free lunch,35.0,45.0
M2H7J,KZKKE,Male,Qualifies for reduced/free lunch,31.0,42.0
NF7O4,KZKKE,Male,Qualifies for reduced/free lunch,36.0,40.0
PA75T,KZKKE,Female,Qualifies for reduced/free lunch,35.0,45.0
QM9VS,KZKKE,Male,Qualifies for reduced/free lunch,26.0,37.0
R8HW2,KZKKE,Male,Qualifies for reduced/free lunch,30.0,44.0
TF7O6,KZKKE,Male,Qualifies for reduced/free lunch,34.0,41.0
UW2F0,KZKKE,Male,Qualifies for reduced/free lunch,29.0,43.0
VM3EU,KZKKE,Male,Qualifies for reduced/free lunch,31.0,47.0
WZ0HB,KZKKE,Male,Qualifies for reduced/free lunch,32.0,41.0
Y2WEZ,KZKKE,Female,Qualifies for reduced/free lunch,36.0,45.0
3Z4RO,LAYPA,Female,Does not qualify,65.0,76.0
7QTEC,LAYPA,Female,Does not qualify,66.0,69.0
AP72E,LAYPA,Female,Does not qualify,58.0,70.0
DH9JM,LAYPA,Female,Does not qualify,67.0,79.0
ETID2,LAYPA,Male,Does not qualify,60.0,70.0
F4UXX,LAYPA,Male,Does not qualify,59.0,69.0
FZS9D,LAYPA,Female,Does not qualify,58.0,71.0
G9G77,LAYPA,Male,Does not qualify,62.0,74.0
JW2EJ,LAYPA,Male,Does not qualify,60.0,68.0
KDH19,LAYPA,Female,Does not qualify,66.0,74.0
RL650,LAYPA,Female,Does not qualify,59.0,70.0
RNSGC,LAYPA,Male,Does not qualify,63.0,70.0
S2YL9,LAYPA,Male,Does not qualify,57.0,67.0
T777S,LAYPA,Female,Does not qualify,58.0,70.0
T9G1Q,LAYPA,Male,Does not qualify,58.0,71.0
TZZPN,LAYPA,Male,Does not qualify,65.0,71.0
UE2TY,LAYPA,Female,Does not qualify,67.0,74.0
VKIEK,LAYPA,Female,Does not qualify,66.0,72.0
VLB5M,LAYPA,Female,Does not qualify,63.0,72.0
XM0J9,LAYPA,Female,Does not qualify,59.0,73.0
YAHWM,LAYPA,Male,Does not qualify,64.0,73.0
24PRY,LAYPA,Male,Does not qualify,62.0,71.0
AEGY3,LAYPA,Female,Does not qualify,53.0,71.0
BH0EA,LAYPA,Male,Does not qualify,56.0,71.0
DNFA3,LAYPA,Female,Does not qualify,66.0,72.0
E794Z,LAYPA,Male,Does not qualify,65.0,72.0
EYQXU,LAYPA,Male,Does not qualify,62.0,70.0
FD8K3,LAYPA,Female,Does not qualify,60.0,75.0
GWG8B,LAYPA,Male,Does not qualify,59.0,67.0
H1F9J,LAYPA,Male,Does not qualify,60.0,70.0
IQ0AV,LAYPA,Male,Does not qualify,63.0,72.0
KJB8T,LAYPA,Female,Does not qualify,62.0,73.0
LKLZR,LAYPA,Female,Does not qualify,66.0,71.0
P8278,LAYPA,Female,Does not qualify,56.0,63.0
POKHM,LAYPA,Female,Does not qualify,60.0,71.0
QW175,LAYPA,Female,Does not qualify,59.0,69.0
VF28H,LAYPA,Male,Does not qualify,54.0,65.0
W9FKB,LAYPA,Female,Does not qualify,61.0,70.0
X5W90,LAYPA,Female,Does not qualify,60.0,66.0
YZVDZ,LAYPA,Female,Does not qualify,60.0,70.0
4SU16,LAYPA,Male,Does not qualify,65.0,82.0
6M3HN,LAYPA,Male,Does not qualify,66.0,82.0
7Q9LQ,LAYPA,Female,Does not qualify,67.0,83.0
CES33,LAYPA,Female,Does not qualify,68.0,84.0
FMADC,LAYPA,Male,Does not qualify,63.0,74.0
GF6MA,LAYPA,Female,Does not qualify,63.0,80.0
GOPGB,LAYPA,Male,Does not qualify,56.0,72.0
I115S,LAYPA,Female,Does not qualify,60.0,78.0
JFR4G,LAYPA,Male,Does not qualify,63.0,81.0
O0CCH,LAYPA,Female,Does not qualify,65.0,80.0
PPU2J,LAYPA,Male,Does not qualify,68.0,80.0
PTA70,LAYPA,Female,Does not qualify,64.0,79.0
R0Z5D,LAYPA,Female,Does not qualify,65.0,79.0
X916N,LAYPA,Male,Does not qualify,67.0,83.0
XQ69V,LAYPA,Female,Does not qualify,62.0,80.0
YU9XI,LAYPA,Female,Does not qualify,63.0,83.0
Z1ZME,LAYPA,Female,Does not qualify,67.0,78.0
9N9B1,OJOBU,Female,Qualifies for reduced/free lunch,56.0,71.0
CDRUO,OJOBU,Female,Does not qualify,62.0,77.0
DBWEY,OJOBU,Male,Does not qualify,63.0,77.0
DOV3H,OJOBU,Male,Does not qualify,58.0,79.0
EL1BK,OJOBU,Male,Does not qualify,61.0,78.0
EXWEA,OJOBU,Male,Does not qualify,65.0,78.0
HWJG5,OJOBU,Male,Qualifies for reduced/free lunch,58.0,72.0
K1FZT,OJOBU,Male,Does not qualify,61.0,80.0
KGZK8,OJOBU,Male,Does not qualify,67.0,84.0
N4AJE,OJOBU,Male,Does not qualify,58.0,78.0
PQFNG,OJOBU,Male,Does not qualify,62.0,78.0
SYCX7,OJOBU,Male,Does not qualify,65.0,78.0
VZ1NV,OJOBU,Female,Does not qualify,63.0,81.0
W6HC7,OJOBU,Male,Does not qualify,62.0,77.0
WLJYG,OJOBU,Male,Does not qualify,62.0,82.0
ZOAK4,OJOBU,Female,Does not qualify,63.0,82.0
ZVM0Q,OJOBU,Female,Does not qualify,60.0,81.0
16CA3,OJOBU,Female,Does not qualify,50.0,60.0
2XO1P,OJOBU,Male,Does not qualify,47.0,62.0
74C33,OJOBU,Male,Does not qualify,48.0,58.0
8PV7H,OJOBU,Male,Qualifies for reduced/free lunch,43.0,51.0
BIN4L,OJOBU,Female,Does not qualify,50.0,59.0
BNGRW,OJOBU,Female,Does not qualify,48.0,58.0
BZZOL,OJOBU,Male,Does not qualify,48.0,60.0
E2AAO,OJOBU,Male,Does not qualify,44.0,56.0
IAKEV,OJOBU,Male,Does not qualify,51.0,60.0
K6ZLE,OJOBU,Female,Does not qualify,44.0,56.0
KG40V,OJOBU,Female,Does not qualify,53.0,62.0
MBLOL,OJOBU,Male,Does not qualify,47.0,55.0
MESP7,OJOBU,Female,Does not qualify,46.0,50.0
N6JN2,OJOBU,Female,Qualifies for reduced/free lunch,50.0,53.0
O9YAY,OJOBU,Female,Does not qualify,53.0,59.0
OQBYX,OJOBU,Male,Does not qualify,47.0,58.0
QPY1S,OJOBU,Male,Does not qualify,45.0,57.0
RDYAU,OJOBU,Male,Does not qualify,49.0,60.0
RQT3M,OJOBU,Male,Does not qualify,45.0,56.0
TSOM0,OJOBU,Male,Does not qualify,47.0,58.0
V2JU6,OJOBU,Male,Does not qualify,49.0,68.0
WR4NN,OJOBU,Male,Does not qualify,44.0,54.0
3ZUP5,OJOBU,Male,Does not qualify,60.0,70.0
4AV4I,OJOBU,Male,Does not qualify,55.0,68.0
4SQKQ,OJOBU,Male,Does not qualify,59.0,68.0
50MY6,OJOBU,Male,Does not qualify,60.0,71.0
6I95C,OJOBU,Male,Does not qualify,64.0,76.0
7IRLR,OJOBU,Female,Does not qualify,62.0,74.0
A0IVI,OJOBU,Male,Does not qualify,63.0,71.0
AJN0V,OJOBU,Male,Does not qualify,60.0,66.0
GVD77,OJOBU,Male,Does not qualify,58.0,68.0
I618Z,OJOBU,Female,Does not qualify,61.0,72.0
J2AQX,OJOBU,Female,Does not qualify,62.0,73.0
KC6W4,OJOBU,Male,Does not qualify,59.0,72.0
LASVX,OJOBU,Male,Qualifies for reduced/free lunch,57.0,73.0
QUDKL,OJOBU,Female,Qualifies for reduced/free lunch,66.0,72.0
RD5O5,OJOBU,Male,Does not qualify,61.0,75.0
RFA8S,OJOBU,Male,Does not qualify,61.0,71.0
V81SU,OJOBU,Female,Qualifies for reduced/free lunch,55.0,68.0
VXJGW,OJOBU,Male,Does not qualify,57.0,68.0
WMMW4,OJOBU,Female,Does not qualify,58.0,68.0
1VMNH,OJOBU,Male,Does not qualify,59.0,66.0
49F3U,OJOBU,Male,Does not qualify,62.0,69.0
6QWJK,OJOBU,Male,Qualifies for reduced/free lunch,53.0,62.0
8TE8Y,OJOBU,Female,Does not qualify,52.0,70.0
AC5BK,OJOBU,Female,Does not qualify,63.0,73.0
AD5OK,OJOBU,Male,Qualifies for reduced/free lunch,55.0,62.0
AFWCA,OJOBU,Male,Does not qualify,56.0,67.0
CXMKS,OJOBU,Male,Does not qualify,57.0,67.0
DKUQ5,OJOBU,Male,Qualifies for reduced/free lunch,54.0,63.0
E9UFB,OJOBU,Male,Does not qualify,59.0,62.0
GK7UQ,OJOBU,Male,Does not qualify,59.0,71.0
I93O1,OJOBU,Female,Qualifies for reduced/free lunch,55.0,66.0
ILXQY,OJOBU,Female,Does not qualify,53.0,68.0
KZPFA,OJOBU,Female,Does not qualify,57.0,67.0
LJSMA,OJOBU,Male,Does not qualify,61.0,67.0
MASAB,OJOBU,Female,Does not qualify,57.0,69.0
MF1NR,OJOBU,Male,Does not qualify,60.0,65.0
PYKYM,OJOBU,Female,Does not qualify,58.0,74.0
UCM5B,OJOBU,Female,Does not qualify,59.0,68.0
W1EY9,OJOBU,Male,Does not qualify,58.0,66.0
YGARH,OJOBU,Male,Does not qualify,59.0,68.0
YPXKI,OJOBU,Male,Does not qualify,58.0,74.0
ZGDQE,OJOBU,Male,Does not qualify,56.0,62.0
1X4LE,QOQTS,Female,Does not qualify,44.0,57.0
